Training Alpaca-LoRA model with params:
base_model: /data/llmweights/llama-2-7b-hf
cf_model: ./df_data/TKY/cf_emb/lgn-3-128.pth.tar
data_path: ./df_data/TKY/train.json
val_set_size: 10000
description_path: ./df_data/TKY/description_train.npy
sample: -1
seed: 2024
output_dir: /data/Secor/TKY0612
batch_size: 64
micro_batch_size: 8
num_epochs: 5
learning_rate: 0.0001
cutoff_len: 512
lora_r: 8
lora_alpha: 16
lora_dropout: 0.05
lora_target_modules: ['q_proj', 'v_proj']
train_on_inputs: True
group_by_length: False
resume_from_checkpoint: None

trainable params: 4,194,304 || all params: 6,743,138,304 || trainable%: 0.062201067380035155
{'loss': 48.4403, 'grad_norm': 230.86691284179688, 'learning_rate': 5e-06, 'epoch': 0.02}
{'loss': 2.0651, 'grad_norm': 0.9144174456596375, 'learning_rate': 2.530172413793104e-05, 'epoch': 3.75}
{'loss': 2.0825, 'grad_norm': 0.9722529053688049, 'learning_rate': 2.495689655172414e-05, 'epoch': 3.77}
{'loss': 2.0866, 'grad_norm': 0.8980192542076111, 'learning_rate': 2.4612068965517244e-05, 'epoch': 3.79}
{'loss': 2.0684, 'grad_norm': 0.8032852411270142, 'learning_rate': 2.4267241379310345e-05, 'epoch': 3.81}
{'loss': 2.0779, 'grad_norm': 0.8443326950073242, 'learning_rate': 2.392241379310345e-05, 'epoch': 3.82}
{'loss': 2.0742, 'grad_norm': 0.9595136046409607, 'learning_rate': 2.3577586206896553e-05, 'epoch': 3.84}
{'loss': 2.0587, 'grad_norm': 0.9668342471122742, 'learning_rate': 2.3232758620689658e-05, 'epoch': 3.86}
{'loss': 2.0671, 'grad_norm': 0.8553575873374939, 'learning_rate': 2.288793103448276e-05, 'epoch': 3.87}
{'loss': 2.0808, 'grad_norm': 0.9430901408195496, 'learning_rate': 2.2543103448275863e-05, 'epoch': 3.89}
{'loss': 2.0624, 'grad_norm': 0.9063894152641296, 'learning_rate': 2.2198275862068967e-05, 'epoch': 3.91}
{'loss': 2.0616, 'grad_norm': 1.0370824337005615, 'learning_rate': 2.185344827586207e-05, 'epoch': 3.93}
{'loss': 2.0809, 'grad_norm': 0.8268753886222839, 'learning_rate': 2.1508620689655175e-05, 'epoch': 3.94}
{'loss': 2.0819, 'grad_norm': 1.2189123630523682, 'learning_rate': 2.1163793103448276e-05, 'epoch': 3.96}
{'loss': 2.0756, 'grad_norm': 0.8711982369422913, 'learning_rate': 2.081896551724138e-05, 'epoch': 3.98}
{'loss': 2.0723, 'grad_norm': 0.9532543420791626, 'learning_rate': 2.0474137931034484e-05, 'epoch': 3.99}
{'loss': 2.059, 'grad_norm': 1.034489631652832, 'learning_rate': 2.012931034482759e-05, 'epoch': 4.01}
{'loss': 2.0693, 'grad_norm': 0.9239289164543152, 'learning_rate': 1.978448275862069e-05, 'epoch': 4.03}
{'loss': 2.0762, 'grad_norm': 1.2060673236846924, 'learning_rate': 1.9439655172413797e-05, 'epoch': 4.04}
{'loss': 2.0666, 'grad_norm': 0.9545277953147888, 'learning_rate': 1.9094827586206898e-05, 'epoch': 4.06}
{'loss': 2.0648, 'grad_norm': 0.8805740475654602, 'learning_rate': 1.8750000000000002e-05, 'epoch': 4.08}
{'loss': 2.0689, 'grad_norm': 1.1071258783340454, 'learning_rate': 1.8405172413793103e-05, 'epoch': 4.1}
{'loss': 2.0716, 'grad_norm': 0.8722288608551025, 'learning_rate': 1.8060344827586207e-05, 'epoch': 4.11}
{'loss': 2.0635, 'grad_norm': 1.0683398246765137, 'learning_rate': 1.771551724137931e-05, 'epoch': 4.13}
{'loss': 2.0739, 'grad_norm': 0.9087315201759338, 'learning_rate': 1.7370689655172415e-05, 'epoch': 4.15}
{'loss': 2.0834, 'grad_norm': 0.8376147747039795, 'learning_rate': 1.7025862068965516e-05, 'epoch': 4.16}
{'loss': 2.0558, 'grad_norm': 0.9313893914222717, 'learning_rate': 1.668103448275862e-05, 'epoch': 4.18}
{'loss': 2.0805, 'grad_norm': 0.9550884962081909, 'learning_rate': 1.6336206896551724e-05, 'epoch': 4.2}
{'loss': 2.0737, 'grad_norm': 0.9647112488746643, 'learning_rate': 1.599137931034483e-05, 'epoch': 4.22}
{'loss': 2.0803, 'grad_norm': 1.1880825757980347, 'learning_rate': 1.5646551724137933e-05, 'epoch': 4.23}
{'loss': 2.0675, 'grad_norm': 0.7734904289245605, 'learning_rate': 1.5301724137931033e-05, 'epoch': 4.25}
{'loss': 2.0732, 'grad_norm': 0.8466570377349854, 'learning_rate': 1.495689655172414e-05, 'epoch': 4.27}
{'loss': 2.0609, 'grad_norm': 0.7894944548606873, 'learning_rate': 1.4612068965517242e-05, 'epoch': 4.28}
{'loss': 2.0779, 'grad_norm': 1.058980107307434, 'learning_rate': 1.4267241379310344e-05, 'epoch': 4.3}
{'loss': 2.0864, 'grad_norm': 0.7948675155639648, 'learning_rate': 1.3922413793103448e-05, 'epoch': 4.32}
{'loss': 2.0602, 'grad_norm': 0.8684689998626709, 'learning_rate': 1.3577586206896553e-05, 'epoch': 4.33}
{'loss': 2.0666, 'grad_norm': 1.0923289060592651, 'learning_rate': 1.3232758620689655e-05, 'epoch': 4.35}
{'loss': 2.0698, 'grad_norm': 0.8923404812812805, 'learning_rate': 1.288793103448276e-05, 'epoch': 4.37}
{'loss': 2.0546, 'grad_norm': 0.7984099388122559, 'learning_rate': 1.2543103448275862e-05, 'epoch': 4.39}
{'loss': 2.0623, 'grad_norm': 0.9445883631706238, 'learning_rate': 1.2198275862068966e-05, 'epoch': 4.4}
{'loss': 2.0712, 'grad_norm': 0.9821581244468689, 'learning_rate': 1.185344827586207e-05, 'epoch': 4.42}
{'loss': 2.0628, 'grad_norm': 0.8284409046173096, 'learning_rate': 1.1508620689655173e-05, 'epoch': 4.44}
{'loss': 2.0693, 'grad_norm': 0.7843970656394958, 'learning_rate': 1.1163793103448277e-05, 'epoch': 4.45}
{'loss': 2.0704, 'grad_norm': 0.8434667587280273, 'learning_rate': 1.081896551724138e-05, 'epoch': 4.47}
{'loss': 2.0642, 'grad_norm': 0.8633661866188049, 'learning_rate': 1.0474137931034483e-05, 'epoch': 4.49}
{'loss': 2.0809, 'grad_norm': 0.8949941992759705, 'learning_rate': 1.0129310344827586e-05, 'epoch': 4.51}
{'loss': 2.0599, 'grad_norm': 0.9285680651664734, 'learning_rate': 9.78448275862069e-06, 'epoch': 4.52}
{'loss': 2.0717, 'grad_norm': 0.8176886439323425, 'learning_rate': 9.439655172413793e-06, 'epoch': 4.54}
{'loss': 2.0683, 'grad_norm': 0.955845057964325, 'learning_rate': 9.094827586206897e-06, 'epoch': 4.56}
{'loss': 2.0669, 'grad_norm': 0.896724283695221, 'learning_rate': 8.75e-06, 'epoch': 4.57}
{'loss': 2.057, 'grad_norm': 0.7680463194847107, 'learning_rate': 8.405172413793103e-06, 'epoch': 4.59}
{'loss': 2.0749, 'grad_norm': 0.8315317034721375, 'learning_rate': 8.060344827586206e-06, 'epoch': 4.61}
{'loss': 2.0583, 'grad_norm': 1.2760504484176636, 'learning_rate': 7.71551724137931e-06, 'epoch': 4.63}
{'loss': 2.0648, 'grad_norm': 1.0131161212921143, 'learning_rate': 7.370689655172413e-06, 'epoch': 4.64}
{'loss': 2.0661, 'grad_norm': 0.8718957304954529, 'learning_rate': 7.025862068965518e-06, 'epoch': 4.66}
{'loss': 2.078, 'grad_norm': 0.8273590207099915, 'learning_rate': 6.68103448275862e-06, 'epoch': 4.68}
{'loss': 2.0713, 'grad_norm': 1.071474552154541, 'learning_rate': 6.336206896551724e-06, 'epoch': 4.69}
{'loss': 2.0754, 'grad_norm': 1.051875114440918, 'learning_rate': 5.9913793103448284e-06, 'epoch': 4.71}
{'loss': 2.0708, 'grad_norm': 0.9795355796813965, 'learning_rate': 5.646551724137932e-06, 'epoch': 4.73}
{'loss': 2.0768, 'grad_norm': 0.8875600695610046, 'learning_rate': 5.301724137931035e-06, 'epoch': 4.74}
{'loss': 2.0601, 'grad_norm': 0.8372204899787903, 'learning_rate': 4.9568965517241384e-06, 'epoch': 4.76}
{'loss': 2.0646, 'grad_norm': 0.782600462436676, 'learning_rate': 4.612068965517242e-06, 'epoch': 4.78}
{'loss': 2.0753, 'grad_norm': 0.785822331905365, 'learning_rate': 4.267241379310345e-06, 'epoch': 4.8}
{'loss': 2.0642, 'grad_norm': 1.0187493562698364, 'learning_rate': 3.9224137931034484e-06, 'epoch': 4.81}
{'loss': 2.0763, 'grad_norm': 1.153887152671814, 'learning_rate': 3.577586206896552e-06, 'epoch': 4.83}
{'loss': 2.0627, 'grad_norm': 0.9017949104309082, 'learning_rate': 3.2327586206896555e-06, 'epoch': 4.85}
{'loss': 2.0745, 'grad_norm': 1.0323299169540405, 'learning_rate': 2.8879310344827584e-06, 'epoch': 4.86}
{'loss': 2.0657, 'grad_norm': 0.8129284381866455, 'learning_rate': 2.543103448275862e-06, 'epoch': 4.88}
{'loss': 2.0742, 'grad_norm': 0.9515823721885681, 'learning_rate': 2.1982758620689655e-06, 'epoch': 4.9}
{'loss': 2.067, 'grad_norm': 0.7919609546661377, 'learning_rate': 1.8534482758620688e-06, 'epoch': 4.92}
{'loss': 2.0719, 'grad_norm': 0.9407806992530823, 'learning_rate': 1.5086206896551726e-06, 'epoch': 4.93}
{'loss': 2.0578, 'grad_norm': 0.7621415257453918, 'learning_rate': 1.163793103448276e-06, 'epoch': 4.95}
{'loss': 2.069, 'grad_norm': 0.8585000038146973, 'learning_rate': 8.189655172413794e-07, 'epoch': 4.97}
{'loss': 2.0792, 'grad_norm': 0.8898785710334778, 'learning_rate': 4.7413793103448276e-07, 'epoch': 4.98}
{'eval_loss': 2.0584774017333984, 'eval_runtime': 8.3381, 'eval_samples_per_second': 11.993, 'eval_steps_per_second': 1.559, 'epoch': 4.99}
{'train_runtime': 62996.4244, 'train_samples_per_second': 2.381, 'train_steps_per_second': 0.037, 'train_loss': 2.849349076116187, 'epoch': 4.99}

 If there's a warning about missing keys above, please disregard :)
